sample1,Zea_mays,edited_plant044,3rd_leaf
sample2,Zea_mays,edited_plant082,3rd_leaf
sample3,Zea_mays,edited_plant096,3rd_leaf
sample4,Zea_mays,nonedited_plant104,3rd_leaf
